Employee_ID,Employee_Name,Department,Tasks_Completed,Task_Completion_Time,Hours_Worked,Productivity_Score,Date,Performance_Rating
E1742,Emily Davis,Finance,47,2.67,47,77.45,12-01-2025,Good
E1743,Olivia Thomas,Marketing,50,1.05,42,66.32,13-01-2025,Average
E1744,James Anderson,IT,25,0.79,37,93.18,14-01-2025,Excellent
E1745,Olivia Thomas,HR,38,0.64,36,75.69,15-01-2025,Good
E1746,Michael Johnson,IT,40,0.66,42,99.9,16-01-2025,Excellent
E1747,Sarah Lee,HR,37,4.1,49,99.44,17-01-2025,Excellent
E1748,Olivia Thomas,IT,39,3.68,31,81.93,18-01-2025,Good
E1749,Emily Davis,Finance,35,0.87,46,65.07,19-01-2025,Average
E1750,Jane Smith,Finance,13,3.85,41,93.74,20-01-2025,Excellent
E1751,Olivia Thomas,IT,35,2.48,39,79.64,21-01-2025,Good
E1752,James Anderson,HR,36,2.69,31,89.76,22-01-2025,Good
E1753,James Anderson,HR,16,2.62,49,88.67,23-01-2025,Good
E1754,Robert Brown,IT,46,3.05,46,86.02,24-01-2025,Good
E1755,John Doe,Marketing,35,3.62,38,97.47,25-01-2025,Excellent
E1756,Sophia Martinez,IT,48,1.23,30,74.8,26-01-2025,Average
E1757,Michael Johnson,IT,26,2.51,38,99.47,27-01-2025,Excellent
E1758,Sophia Martinez,HR,10,1.53,48,73.46,28-01-2025,Average
E1759,Emily Davis,Sales,49,4.09,49,77.69,29-01-2025,Good
E1760,Michael Johnson,Finance,42,1.04,34,67.02,30-01-2025,Average
E1761,Jane Smith,Sales,29,2.62,35,90.74,31-01-2025,Excellent
E1762,Emily Davis,Marketing,46,3.9,33,79.93,01-02-2025,Good
E1763,David Wilson,Finance,30,4.93,43,75.97,02-02-2025,Good
E1764,Sarah Lee,IT,34,1.37,30,69.94,03-02-2025,Average
E1765,Robert Brown,Finance,21,3.39,32,82.02,04-02-2025,Good
E1766,Sophia Martinez,Marketing,45,4.85,40,98.77,05-02-2025,Excellent
E1767,John Doe,Finance,14,4.78,35,74.4,06-02-2025,Average
E1768,Sophia Martinez,HR,30,3.57,31,71.13,07-02-2025,Average
E1769,Emily Davis,HR,46,1.23,48,88.37,08-02-2025,Good
E1770,Emily Davis,Finance,37,1.95,42,88.94,09-02-2025,Good
E1771,Sarah Lee,Sales,41,3.35,48,93.93,10-02-2025,Excellent
E1772,Sophia Martinez,HR,33,1.66,43,70.45,11-02-2025,Average
E1773,Robert Brown,IT,22,1.25,42,92.1,12-02-2025,Excellent
E1774,Sophia Martinez,Finance,29,4.61,37,67.28,13-02-2025,Average
E1775,Michael Johnson,Sales,31,4.64,34,78.86,14-02-2025,Good
E1776,David Wilson,IT,40,3.27,41,96.17,15-02-2025,Excellent
E1777,Jane Smith,HR,38,1.99,30,70.4,16-02-2025,Average
E1778,David Wilson,Marketing,27,3.41,32,79.54,17-02-2025,Good
E1779,Michael Johnson,Marketing,44,1.12,49,77.86,18-02-2025,Good
E1780,Robert Brown,Sales,35,2.47,32,86.87,19-02-2025,Good
E1781,Sophia Martinez,Sales,16,4.29,43,73.96,20-02-2025,Average
E1782,Robert Brown,Sales,10,3.6,49,70.55,21-02-2025,Average
E1783,James Anderson,Marketing,28,3.83,33,76.43,22-02-2025,Good
E1784,Sophia Martinez,IT,33,1.96,30,97.25,23-02-2025,Excellent
E1785,Sarah Lee,IT,20,4.98,50,84.63,24-02-2025,Good
E1786,David Wilson,Finance,49,3.13,40,84.57,25-02-2025,Good
E1787,John Doe,IT,19,4.86,43,74.06,26-02-2025,Average
E1788,John Doe,HR,49,2.07,36,75.35,27-02-2025,Good
E1789,James Anderson,IT,36,2.7,50,71.8,28-02-2025,Average
E1790,Jane Smith,Sales,32,2.94,50,90.42,01-03-2025,Excellent
E1791,James Anderson,Finance,34,2.31,47,62.5,02-03-2025,Average
E1792,Olivia Thomas,HR,18,1.48,40,66.38,03-03-2025,Average
E1793,Sophia Martinez,Marketing,17,3.41,44,80.45,04-03-2025,Good
E1794,Jane Smith,IT,47,4.93,41,75.2,05-03-2025,Good
E1795,Sarah Lee,HR,41,4.75,41,78.23,06-03-2025,Good
E1796,Robert Brown,IT,23,2.8,41,65.75,07-03-2025,Average
E1797,Olivia Thomas,HR,20,4.72,45,73.7,08-03-2025,Average
E1798,Robert Brown,Marketing,32,1.19,48,72.94,09-03-2025,Average
E1799,Robert Brown,IT,50,2.64,39,73.33,10-03-2025,Average
E1800,Emily Davis,HR,49,1.89,43,86.67,11-03-2025,Good
E1801,Michael Johnson,IT,49,1.07,34,71.49,12-03-2025,Average
E1802,Jane Smith,Finance,43,1.25,40,70.47,13-03-2025,Average
E1803,Michael Johnson,IT,23,4.83,38,80.42,14-03-2025,Good
E1804,James Anderson,Sales,32,0.55,47,86.2,15-03-2025,Good
E1805,David Wilson,IT,22,4.89,42,84.72,16-03-2025,Good
E1806,Sarah Lee,IT,22,2.99,50,66.46,17-03-2025,Average
E1807,James Anderson,Marketing,29,1.51,47,78.76,18-03-2025,Good
E1808,James Anderson,IT,39,4.03,49,90.01,19-03-2025,Excellent
E1809,Robert Brown,Sales,29,3.38,35,69.88,20-03-2025,Average
E1810,Sophia Martinez,HR,30,4.28,42,68.95,21-03-2025,Average
E1811,James Anderson,Marketing,44,3.87,42,93.54,22-03-2025,Excellent
E1812,Sarah Lee,Marketing,29,3.21,46,73.84,23-03-2025,Average
E1813,Jane Smith,HR,35,3.82,34,92.37,24-03-2025,Excellent
E1814,Michael Johnson,Sales,22,3.51,32,88.85,25-03-2025,Good
E1815,Sophia Martinez,IT,20,4.81,40,85.18,26-03-2025,Good
E1816,Sophia Martinez,Marketing,11,3.08,46,75.41,27-03-2025,Good
E1817,Sophia Martinez,Marketing,14,1.73,34,73.26,28-03-2025,Average
E1818,John Doe,Sales,38,2.5,37,94.69,29-03-2025,Excellent
E1819,Sophia Martinez,Marketing,26,4.75,45,72.7,30-03-2025,Average
E1820,Olivia Thomas,Finance,43,0.65,40,82.73,31-03-2025,Good
E1821,Sophia Martinez,HR,23,4.26,43,74.84,01-04-2025,Average
E1822,David Wilson,Marketing,43,1.22,50,81.8,02-04-2025,Good
E1823,Jane Smith,IT,17,2.3,47,80.69,03-04-2025,Good
E1824,Michael Johnson,HR,15,4.9,47,69.02,04-04-2025,Average
E1825,Olivia Thomas,Finance,23,3.13,44,70.02,05-04-2025,Average
E1826,Sarah Lee,Marketing,39,2.67,33,78.26,06-04-2025,Good
E1827,Jane Smith,Sales,46,0.66,46,93.18,07-04-2025,Excellent
E1828,David Wilson,Marketing,24,1.5,44,60.28,08-04-2025,Average
E1829,Sarah Lee,Sales,49,3.97,44,61.54,09-04-2025,Average
E1830,Michael Johnson,Sales,23,4.56,35,74.37,10-04-2025,Average
E1831,Sophia Martinez,Sales,34,3.21,35,72.02,11-04-2025,Average
E1832,Michael Johnson,Marketing,45,0.89,42,60.7,12-04-2025,Average
E1833,Sarah Lee,Marketing,11,0.67,44,79.4,13-04-2025,Good
E1834,Jane Smith,Sales,45,1.29,43,88.51,14-04-2025,Good
E1835,Robert Brown,IT,24,2.94,49,76.64,15-04-2025,Good
E1836,Michael Johnson,IT,32,4.69,36,82.11,16-04-2025,Good
E1837,John Doe,IT,38,4.67,40,92.15,17-04-2025,Excellent
E1838,John Doe,HR,28,2.19,36,77.32,18-04-2025,Good
E1839,Sophia Martinez,Finance,17,4.57,38,74.44,19-04-2025,Average
E1840,Emily Davis,Finance,17,2.71,38,90.88,20-04-2025,Excellent
E1841,Michael Johnson,Marketing,38,1.05,41,70.57,21-04-2025,Average
E1842,Olivia Thomas,HR,22,3.77,34,79.89,22-04-2025,Good
E1843,Sarah Lee,IT,10,1.62,48,60.18,23-04-2025,Average
E1844,Sophia Martinez,Marketing,10,4.23,36,95.14,24-04-2025,Excellent
E1845,Michael Johnson,Finance,22,3.23,45,70.86,25-04-2025,Average
E1846,Olivia Thomas,IT,45,2.53,34,96.14,26-04-2025,Excellent
E1847,Robert Brown,Sales,23,2.1,34,74.73,27-04-2025,Average
E1848,Sophia Martinez,Marketing,34,3.46,34,61.78,28-04-2025,Average
E1849,Robert Brown,Finance,19,0.62,35,83.3,29-04-2025,Good
E1850,John Doe,Finance,41,0.61,32,76.78,30-04-2025,Good
E1851,James Anderson,HR,26,3.02,34,61.15,01-05-2025,Average
E1852,Sophia Martinez,Marketing,50,2.52,33,70.31,02-05-2025,Average
E1853,Robert Brown,Marketing,26,4.22,37,97.43,03-05-2025,Excellent
E1854,David Wilson,Sales,49,0.86,34,89.33,04-05-2025,Good
E1855,Olivia Thomas,Marketing,29,3.82,50,97.92,05-05-2025,Excellent
E1856,Emily Davis,Finance,45,2.08,44,74.79,06-05-2025,Average
E1857,Jane Smith,Marketing,50,4.88,33,71.19,07-05-2025,Average
E1858,Robert Brown,Sales,50,4.66,39,82.26,08-05-2025,Good
E1859,James Anderson,IT,15,3.75,46,65.13,09-05-2025,Average
E1860,David Wilson,Finance,39,4.36,35,89.45,10-05-2025,Good
E1861,Sophia Martinez,HR,46,1.79,45,74.49,11-05-2025,Average
E1862,Emily Davis,HR,46,4.1,31,83.45,12-05-2025,Good
E1863,Olivia Thomas,Sales,17,4.39,31,92.81,13-05-2025,Excellent
E1864,David Wilson,Marketing,29,1.03,31,72.86,14-05-2025,Average
E1865,Jane Smith,Finance,39,1.11,32,85.59,15-05-2025,Good
E1866,David Wilson,IT,25,1.99,47,71.02,16-05-2025,Average
E1867,Jane Smith,Finance,49,3.32,34,73.58,17-05-2025,Average
E1868,Sophia Martinez,Sales,50,3.91,44,86.93,18-05-2025,Good
E1869,Robert Brown,Finance,15,3.68,34,94.52,19-05-2025,Excellent
E1870,Sophia Martinez,Finance,38,2.57,30,70.01,20-05-2025,Average
E1871,Olivia Thomas,HR,17,1.38,43,66.49,21-05-2025,Average
E1872,Jane Smith,Sales,10,4.34,39,88.5,22-05-2025,Good
E1873,Sophia Martinez,Sales,37,0.97,43,87.14,23-05-2025,Good
E1874,Michael Johnson,Marketing,38,4.99,35,62.92,24-05-2025,Average
E1875,Olivia Thomas,Sales,31,2.52,31,60.85,25-05-2025,Average
E1876,Jane Smith,HR,21,1.25,40,93.82,26-05-2025,Excellent
E1877,Sophia Martinez,Finance,14,2.73,31,84.15,27-05-2025,Good
E1878,Emily Davis,Finance,30,1.78,35,83.11,28-05-2025,Good
E1879,Sarah Lee,Sales,35,0.55,36,83.07,29-05-2025,Good
E1880,John Doe,HR,13,0.56,43,81.75,30-05-2025,Good
E1881,David Wilson,HR,37,1.21,49,62.12,31-05-2025,Average
E1882,James Anderson,Finance,21,1.88,44,83.92,01-06-2025,Good
E1883,Sarah Lee,Finance,12,1.05,49,89.75,02-06-2025,Good
E1884,Sophia Martinez,HR,28,2.45,48,90.65,03-06-2025,Excellent
E1885,Michael Johnson,HR,45,2.47,37,88.19,04-06-2025,Good
E1886,Olivia Thomas,Sales,16,3.69,32,67.38,05-06-2025,Average
E1887,James Anderson,Sales,12,2.85,49,77.7,06-06-2025,Good
E1888,John Doe,Finance,13,2.65,43,70.62,07-06-2025,Average
E1889,John Doe,Finance,37,2.26,45,81.69,08-06-2025,Good
E1890,Jane Smith,Marketing,19,4.09,41,85.72,09-06-2025,Good
E1891,James Anderson,Finance,20,3.01,45,80.97,10-06-2025,Good
E1892,Sophia Martinez,Finance,49,1.14,30,92.16,11-06-2025,Excellent
E1893,David Wilson,IT,43,3.09,40,65.74,12-06-2025,Average
E1894,Robert Brown,IT,49,2.09,37,72.43,13-06-2025,Average
E1895,James Anderson,IT,30,2.64,39,69.96,14-06-2025,Average
E1896,Jane Smith,Sales,41,1.38,33,60.98,15-06-2025,Average
E1897,Emily Davis,Finance,35,2.73,40,86.05,16-06-2025,Good
E1898,John Doe,Finance,11,1.02,31,95.66,17-06-2025,Excellent
E1899,Michael Johnson,Finance,28,4.8,37,93.45,18-06-2025,Excellent
E1900,John Doe,HR,31,2.69,39,72.68,19-06-2025,Average
E1901,James Anderson,IT,19,2.34,44,64.15,20-06-2025,Average
E1902,Sophia Martinez,IT,27,4.29,34,69.5,21-06-2025,Average
E1903,David Wilson,HR,46,3.82,49,90.8,22-06-2025,Excellent
E1904,James Anderson,HR,21,0.91,42,71.43,23-06-2025,Average
E1905,Olivia Thomas,Sales,31,1.67,44,62.57,24-06-2025,Average
E1906,John Doe,Finance,21,3.87,40,83.45,25-06-2025,Good
E1907,James Anderson,HR,47,4.65,39,67.38,26-06-2025,Average
E1908,Robert Brown,HR,44,1.24,39,92.56,27-06-2025,Excellent
E1909,Sophia Martinez,Finance,48,4.22,42,83.21,28-06-2025,Good
E1910,Sarah Lee,HR,13,4.52,40,89.74,29-06-2025,Good
E1911,Emily Davis,Marketing,13,2.78,38,81.61,30-06-2025,Good
E1912,Michael Johnson,IT,35,1.35,41,64.76,01-07-2025,Average
E1913,Olivia Thomas,Finance,48,4.77,33,70.66,02-07-2025,Average
E1914,Jane Smith,HR,50,1.53,43,79.18,03-07-2025,Good
E1915,Olivia Thomas,Marketing,26,4.66,45,65.76,04-07-2025,Average
E1916,David Wilson,Finance,11,4.54,50,89.72,05-07-2025,Good
E1917,Sophia Martinez,IT,28,2.09,41,94.76,06-07-2025,Excellent
E1918,Robert Brown,IT,11,1.51,36,76.49,07-07-2025,Good
E1919,Jane Smith,Finance,43,3.26,39,70.07,08-07-2025,Average
E1920,Jane Smith,HR,27,3.74,43,98.31,09-07-2025,Excellent
E1921,James Anderson,Sales,17,1.01,47,99.41,10-07-2025,Excellent
E1922,Emily Davis,IT,35,1.88,32,77.17,11-07-2025,Good
E1923,David Wilson,IT,25,3.51,37,63.11,12-07-2025,Average
E1924,Jane Smith,Finance,34,4.04,35,82.55,13-07-2025,Good
E1925,Michael Johnson,Marketing,15,4.05,45,94.3,14-07-2025,Excellent
E1926,John Doe,Sales,46,2.63,39,91.96,15-07-2025,Excellent
E1927,James Anderson,IT,21,4.74,46,63.75,16-07-2025,Average
E1928,Robert Brown,Sales,49,2.57,41,68.28,17-07-2025,Average
E1929,Jane Smith,Marketing,24,1.23,33,97.47,18-07-2025,Excellent
E1930,Robert Brown,Finance,49,0.94,50,86.63,19-07-2025,Good
E1931,James Anderson,Finance,24,1.73,32,92.78,20-07-2025,Excellent
E1932,Emily Davis,Finance,16,3.76,37,79.73,21-07-2025,Good
E1933,John Doe,Sales,24,0.79,31,99.42,22-07-2025,Excellent
E1934,Olivia Thomas,HR,38,1.86,32,82.51,23-07-2025,Good
E1935,John Doe,IT,50,1.52,39,78.65,24-07-2025,Good
E1936,Sarah Lee,HR,25,2.37,31,79.05,25-07-2025,Good
E1937,Michael Johnson,Marketing,47,3.73,40,92.33,26-07-2025,Excellent
E1938,John Doe,HR,25,4.02,46,99.64,27-07-2025,Excellent
E1939,Robert Brown,Sales,38,3.12,30,99.16,28-07-2025,Excellent
E1940,Sarah Lee,Sales,41,0.87,46,67.97,29-07-2025,Average
E1941,Michael Johnson,IT,19,3.05,31,72.55,30-07-2025,Average
E1942,Emily Davis,Marketing,19,2.5,47,88.17,31-07-2025,Good
E1943,Sophia Martinez,IT,11,3.6,43,73.91,01-08-2025,Average
E1944,Emily Davis,Finance,39,3.51,40,67.57,02-08-2025,Average
E1945,Olivia Thomas,Finance,27,3.97,47,95.49,03-08-2025,Excellent
E1946,Michael Johnson,IT,43,0.89,35,62.08,04-08-2025,Average
E1947,Jane Smith,Sales,28,1.32,46,61.42,05-08-2025,Average
E1948,Emily Davis,Marketing,30,2.8,36,94.14,06-08-2025,Excellent
E1949,David Wilson,IT,42,1.19,50,78.94,07-08-2025,Good
E1950,Michael Johnson,Finance,18,1.02,30,90.12,08-08-2025,Excellent
E1951,John Doe,Finance,48,3.68,49,89.77,09-08-2025,Good
E1952,Sarah Lee,Sales,49,4.21,40,87.74,10-08-2025,Good
E1953,James Anderson,Sales,42,3.84,37,98.97,11-08-2025,Excellent
E1954,David Wilson,Finance,13,3.23,34,61.76,12-08-2025,Average
E1955,David Wilson,Sales,15,4.93,43,97.69,13-08-2025,Excellent
E1956,Jane Smith,IT,19,1.04,34,99.81,14-08-2025,Excellent
E1957,John Doe,Finance,27,0.65,34,82.84,15-08-2025,Good
E1958,Michael Johnson,Finance,28,1.59,43,92.11,16-08-2025,Excellent
E1959,Robert Brown,Finance,15,1.49,40,78.48,17-08-2025,Good
E1960,Olivia Thomas,HR,28,1.48,34,62.34,18-08-2025,Average
E1961,Sarah Lee,Sales,47,1.19,40,80.09,19-08-2025,Good
E1962,David Wilson,Marketing,36,4.19,38,66.07,20-08-2025,Average
E1963,Michael Johnson,IT,37,2.26,45,64.25,21-08-2025,Average
E1964,Jane Smith,IT,33,4.15,30,62.39,22-08-2025,Average
E1965,Olivia Thomas,Finance,34,3.68,47,78.11,23-08-2025,Good
E1966,Sarah Lee,HR,23,4.87,40,71.01,24-08-2025,Average
E1967,Emily Davis,Finance,16,3.28,36,81.89,25-08-2025,Good
E1968,James Anderson,Marketing,40,4.06,50,88.76,26-08-2025,Good
E1969,David Wilson,Sales,26,4.51,39,74.99,27-08-2025,Average
E1970,Emily Davis,HR,42,4.42,46,93.69,28-08-2025,Excellent
E1971,Emily Davis,Finance,43,2.03,45,76.36,29-08-2025,Good
E1972,Robert Brown,IT,31,2.51,49,68.94,30-08-2025,Average
E1973,David Wilson,Sales,30,2.95,32,74.94,31-08-2025,Average
E1974,Robert Brown,HR,36,2.19,35,72.84,01-09-2025,Average
E1975,Sophia Martinez,Finance,35,4.26,47,88.95,02-09-2025,Good
E1976,Emily Davis,HR,33,0.51,37,94.21,03-09-2025,Excellent
E1977,John Doe,Marketing,33,3.95,48,67.27,04-09-2025,Average
E1978,Michael Johnson,IT,38,4.11,46,80.98,05-09-2025,Good
E1979,Robert Brown,IT,23,4.49,43,86.81,06-09-2025,Good
E1980,Jane Smith,IT,15,2.16,47,96.13,07-09-2025,Excellent
E1981,Jane Smith,HR,13,2.47,46,72.96,08-09-2025,Average
E1982,Sophia Martinez,IT,33,1.71,31,93.31,09-09-2025,Excellent
E1983,Olivia Thomas,IT,11,1.68,30,98.04,10-09-2025,Excellent
E1984,Jane Smith,Finance,12,3.93,32,75.11,11-09-2025,Good
E1985,John Doe,HR,22,2.99,38,75.6,12-09-2025,Good
E1986,Sarah Lee,HR,18,4.52,44,73.97,13-09-2025,Average
E1987,David Wilson,Finance,31,5,35,91.65,14-09-2025,Excellent
E1988,Robert Brown,IT,48,2.07,32,81.59,15-09-2025,Good
E1989,Robert Brown,IT,19,2.05,47,82.56,16-09-2025,Good
E1990,David Wilson,Sales,26,1.63,47,72.85,17-09-2025,Average
E1991,Robert Brown,Marketing,11,2.29,50,75.96,18-09-2025,Good
E1992,Emily Davis,Sales,11,2.65,32,61.46,19-09-2025,Average
E1993,Jane Smith,HR,41,2.92,32,100,20-09-2025,Excellent
E1994,John Doe,Marketing,18,4.85,40,94.35,21-09-2025,Excellent
E1995,Michael Johnson,Finance,32,3.29,48,96.26,22-09-2025,Excellent
E1996,David Wilson,Sales,33,4.24,41,60.79,23-09-2025,Average
E1997,John Doe,IT,36,4.81,41,99.54,24-09-2025,Excellent
E1998,Robert Brown,Sales,10,3.05,38,72.42,25-09-2025,Average
E1999,David Wilson,Marketing,40,2.48,40,78.2,26-09-2025,Good
E2000,Robert Brown,IT,16,4.87,47,82.33,27-09-2025,Good
E2001,Olivia Thomas,Finance,12,1.59,30,76.1,28-09-2025,Good
E2002,Michael Johnson,Marketing,50,1.22,50,89.49,29-09-2025,Good
E2003,Emily Davis,Sales,28,2.04,41,91.22,30-09-2025,Excellent
E2004,David Wilson,Sales,10,3.45,43,60.09,01-10-2025,Average
E2005,Robert Brown,Sales,35,1.11,50,82.83,02-10-2025,Good
E2006,Sophia Martinez,Finance,39,4.16,44,69.94,03-10-2025,Average
E2007,Sophia Martinez,Marketing,50,2.36,48,61.19,04-10-2025,Average
E2008,Sarah Lee,Marketing,34,1.38,34,96.62,05-10-2025,Excellent
E2009,Michael Johnson,HR,39,0.77,46,98.64,06-10-2025,Excellent
E2010,Robert Brown,Sales,46,0.59,33,79.24,07-10-2025,Good
E2011,Jane Smith,Finance,44,2.95,43,77.69,08-10-2025,Good
E2012,Jane Smith,Sales,22,1.1,44,80.48,09-10-2025,Good
E2013,James Anderson,Finance,21,4.33,48,81.85,10-10-2025,Good
E2014,Olivia Thomas,IT,21,1.99,41,78.04,11-10-2025,Good
E2015,Jane Smith,Finance,45,3.08,50,71.01,12-10-2025,Average
E2016,James Anderson,IT,48,4.05,42,89.11,13-10-2025,Good
E2017,John Doe,Finance,24,2.38,30,81.53,14-10-2025,Good
E2018,Jane Smith,Finance,24,1.27,49,68.51,15-10-2025,Average
E2019,Robert Brown,Sales,24,1.44,42,89.36,16-10-2025,Good
E2020,Olivia Thomas,HR,43,2.37,37,79.12,17-10-2025,Good
E2021,Emily Davis,HR,17,1.41,44,68.56,18-10-2025,Average
E2022,James Anderson,Marketing,42,0.92,36,98.62,19-10-2025,Excellent
E2023,Olivia Thomas,Sales,15,2.69,49,70.22,20-10-2025,Average
E2024,John Doe,Finance,32,3.9,41,74.58,21-10-2025,Average
E2025,James Anderson,Sales,10,4.43,37,85.4,22-10-2025,Good
E2026,Sophia Martinez,Marketing,30,3.88,31,92.91,23-10-2025,Excellent
E2027,Emily Davis,Marketing,12,4.56,50,97.88,24-10-2025,Excellent
E2028,Sophia Martinez,IT,22,1.82,41,88.57,25-10-2025,Good
E2029,Michael Johnson,Finance,19,4.59,49,75.04,26-10-2025,Good
E2030,James Anderson,Finance,26,2.68,30,90.12,27-10-2025,Excellent
E2031,John Doe,Sales,23,2.59,44,82.06,28-10-2025,Good
E2032,James Anderson,Finance,10,4.53,38,64.66,29-10-2025,Average
E2033,James Anderson,IT,26,1.07,37,98.39,30-10-2025,Excellent
E2034,Sarah Lee,Finance,40,2.46,34,85.27,31-10-2025,Good
E2035,Robert Brown,IT,19,3.57,49,96.64,01-11-2025,Excellent
E2036,Olivia Thomas,HR,34,2.83,46,94.35,02-11-2025,Excellent
E2037,James Anderson,Sales,33,0.62,35,71.38,03-11-2025,Average
E2038,Olivia Thomas,Marketing,39,2.79,41,85.49,04-11-2025,Good
E2039,Emily Davis,IT,19,4.36,33,67.74,05-11-2025,Average
E2040,Olivia Thomas,IT,26,2.63,33,65.84,06-11-2025,Average
E2041,Jane Smith,HR,43,0.67,43,75.88,07-11-2025,Good
E2042,Emily Davis,Sales,29,0.94,42,82.44,08-11-2025,Good
E2043,Jane Smith,Sales,13,4.87,49,92.45,09-11-2025,Excellent
E2044,David Wilson,Marketing,41,3.59,45,96.76,10-11-2025,Excellent
E2045,Emily Davis,Marketing,33,2.12,50,67.27,11-11-2025,Average
E2046,Sophia Martinez,HR,10,1.93,37,85.42,12-11-2025,Good
E2047,James Anderson,Marketing,41,3.8,42,69.63,13-11-2025,Average
E2048,Michael Johnson,Finance,11,4.02,45,84.76,14-11-2025,Good
E2049,Jane Smith,HR,49,2.7,43,72.81,15-11-2025,Average
E2050,Michael Johnson,Finance,38,3.67,48,91.59,16-11-2025,Excellent
E2051,Robert Brown,HR,20,1.89,35,63.41,17-11-2025,Average
E2052,John Doe,IT,34,2.81,42,92.98,18-11-2025,Excellent
E2053,James Anderson,Finance,18,2.49,50,71.51,19-11-2025,Average
E2054,Jane Smith,Sales,38,1.08,48,88.37,20-11-2025,Good
E2055,James Anderson,Sales,40,4.8,41,60.22,21-11-2025,Average
E2056,David Wilson,Finance,20,3,45,73.49,22-11-2025,Average
E2057,Sophia Martinez,Sales,31,2.86,46,74.76,23-11-2025,Average
E2058,David Wilson,IT,39,2.01,43,68.13,24-11-2025,Average
E2059,Robert Brown,Sales,41,3.44,42,94.45,25-11-2025,Excellent
E2060,John Doe,Sales,31,4.36,40,71.25,26-11-2025,Average
E2061,Sarah Lee,Finance,17,4.68,47,94.2,27-11-2025,Excellent
E2062,Jane Smith,Marketing,46,4.66,31,94.44,28-11-2025,Excellent
E2063,Olivia Thomas,IT,15,2.36,49,85.19,29-11-2025,Good
E2064,Robert Brown,Sales,45,3.34,36,87.19,30-11-2025,Good
E2065,Sarah Lee,Finance,34,1.48,33,75.5,01-12-2025,Good
E2066,Jane Smith,Marketing,42,4.59,39,98.96,02-12-2025,Excellent
E2067,John Doe,Finance,46,1.41,38,97.17,03-12-2025,Excellent
E2068,Sarah Lee,IT,39,2.14,45,83.31,04-12-2025,Good
E2069,Michael Johnson,Sales,48,4.97,42,69.79,05-12-2025,Average
E2070,David Wilson,Marketing,13,2.33,39,91.27,06-12-2025,Excellent
E2071,Jane Smith,Finance,31,4.31,41,63.49,07-12-2025,Average
E2072,Emily Davis,Marketing,31,0.72,34,69.5,08-12-2025,Average
E2073,Olivia Thomas,Finance,23,2.51,41,89.58,09-12-2025,Good
E2074,Emily Davis,Sales,10,4.26,49,67.04,10-12-2025,Average
E2075,Emily Davis,IT,25,2.2,32,78.05,11-12-2025,Good
E2076,David Wilson,Finance,39,4.39,34,96.17,12-12-2025,Excellent
E2077,James Anderson,Finance,47,1.03,33,76.54,13-12-2025,Good
E2078,Michael Johnson,IT,11,1.47,40,61.41,14-12-2025,Average
E2079,Emily Davis,Marketing,48,3.87,40,87.18,15-12-2025,Good
E2080,Michael Johnson,Marketing,25,2.96,46,96.91,16-12-2025,Excellent
E2081,Robert Brown,HR,41,4.91,48,80.79,17-12-2025,Good
E2082,David Wilson,Finance,14,4.05,37,64.31,18-12-2025,Average
E2083,Emily Davis,Sales,25,0.87,41,70.46,19-12-2025,Average
E2084,Sarah Lee,HR,13,3,40,84.47,20-12-2025,Good
E2085,Robert Brown,Sales,42,3.32,45,72.68,21-12-2025,Average
E2086,Sophia Martinez,Sales,41,1.24,31,79.29,22-12-2025,Good
E2087,Emily Davis,Marketing,15,4.26,44,85.93,23-12-2025,Good
E2088,Sarah Lee,Marketing,18,4.3,30,69.82,24-12-2025,Average
E2089,Sophia Martinez,Finance,43,0.92,34,95.49,25-12-2025,Excellent
E2090,Sarah Lee,Finance,25,2.13,34,97.52,26-12-2025,Excellent
E2091,Robert Brown,Marketing,20,1.36,41,81.17,27-12-2025,Good
E2092,Michael Johnson,Finance,11,4.3,34,69.15,28-12-2025,Average
E2093,Jane Smith,Sales,46,4.55,39,66.49,29-12-2025,Average
E2094,Sarah Lee,Marketing,18,4.13,32,70.54,30-12-2025,Average
E2095,Sophia Martinez,IT,27,1.23,46,84.62,31-12-2025,Good
E2096,Olivia Thomas,Marketing,32,1.03,44,74.88,01-01-2026,Average
E2097,Sophia Martinez,IT,34,2.19,36,83.65,02-01-2026,Good
E2098,Emily Davis,Finance,45,0.51,44,67.5,03-01-2026,Average
E2099,Olivia Thomas,Marketing,22,1.08,46,81.78,04-01-2026,Good
E2100,Emily Davis,Finance,45,3.62,35,60.31,05-01-2026,Average
E2101,Michael Johnson,Finance,35,2.38,38,92.79,06-01-2026,Excellent
E2102,Sophia Martinez,IT,36,4.91,45,72.06,07-01-2026,Average
E2103,Michael Johnson,Finance,12,1.65,49,98.35,08-01-2026,Excellent
E2104,Sarah Lee,Sales,31,3.21,43,68.71,09-01-2026,Average
E2105,Sophia Martinez,Marketing,30,3.8,46,67.56,10-01-2026,Average
E2106,John Doe,Sales,38,2.94,37,70.78,11-01-2026,Average
E2107,Robert Brown,IT,19,4.09,42,70.26,12-01-2026,Average
E2108,Jane Smith,Sales,33,1.75,34,80.88,13-01-2026,Good
E2109,Michael Johnson,Finance,37,4.15,38,64.81,14-01-2026,Average
E2110,Robert Brown,HR,21,2.67,50,73.05,15-01-2026,Average
E2111,Sophia Martinez,Sales,30,1.75,37,76.84,16-01-2026,Good
E2112,James Anderson,IT,32,0.68,43,83.98,17-01-2026,Good
